11/08/2026
SCRIP CODE	SCRIP NAME	CAPITAL(No. of shares in lacs)
544079	DIGIDRIVE DISTRIBUTORS LIMITED	385.61898
544080	Sayaji Hotels (Indore) Limited	30.46605
544081	Jyoti CNC Automation Limited	2274.23096
544082	New Swan Multitech Limited	190.16240
544083	Shree Marutinandan Tubes Limit	34.60000
544088	Medi Assist Healthcare Service	747.01842
544090	Sayaji Hotels (Pune) Limited	30.46605
544091	Qualitek Labs Limited	116.52031
544094	Euphoria Infotech (India) Limi	29.01860
544095	EPACK Durable Limited	962.28477
544100	Nova Agritech Limited	925.19813
544101	Brisk Technovision Limited	20.00000
544105	HARSHDEEP HORTICO LIMITED	160.94060
544106	Mayank Cattle Food Limited	54.00000
544107	BLS E-Services Limited	908.56485
544108	Gabriel Pet Straps Limited	74.80044
544111	Apeejay Surrendra Park Hotels	2133.74246
544112	JASCH GAUGING TECHNOLOGIES LIM	45.32000
544117	Signpost India Limited	534.50000
544118	JANA SMALL FINANCE BANK LIMITE	1057.14482
544119	Rashi Peripherals Limited	664.05746
544120	Capital Small Finance Bank Ltd	454.65185
544121	Rudra Gas Enterprise Limited	83.38000
544122	Entero Healthcare Solutions Li	435.23072
544124	VIBHOR STEEL TUBES LIMITED	189.62443
544129	Juniper Hotels Limited	2225.02384
544131	GPT Healthcare Limited	820.54823
544133	EXICOM TELE-SYSTEMS LIMITED	1390.79771
544134	Platinum Industries Limited	549.24873
544135	Mukka Proteins Limited	3000.00000
544136	R K Swamy Limited	504.77241
544137	Bharat Highways InvIT	6110.05831
544138	J.G.Chemicals Limited	391.86063
544139	KOURA FINE DIAMOND JEWELRY LIM	60.36500
544140	Gopal Snacks Limited	1246.66819
544141	Pune E - Stock Broking Limited	157.50858
544142	Shipping Corporation of India	4657.99010
544143	Royal Sense Limited	53.50146
544144	Popular Vehicles and Services	711.98198
544149	KRYSTAL INTEGRATED SERVICES LI	139.71952
544150	KP GREEN ENGINEERING LIMITED	500.00000
544151	CHATHA FOODS LIMITED	240.81879
544156	Gconnect Logitech and Supply C	37.19547
544157	Vruddhi Engineering Works Limi	25.23584
544158	SRM CONTRACTORS LIMITED	229.44200
544160	Jay Kailash Namkeen Limited	49.96933
544161	D P ABHUSHAN LIMITED	228.27920
544162	Bharti Hexacom Limited	5000.00000
544163	Greenhitech Ventures Limited	129.89237
544164	Faalcon Concepts Limited	97.45120
544165	SHIVAM CHEMICALS LIMITED	169.87000
544166	EMMFORCE AUTOTECH LIMITED	204.99600
544167	JNK India Limited	559.53915
544168	VARYAA CREATIONS LIMITED	47.90000
544169	Amkay Products Limited	86.55640
544170	Dolphin Kitchen Utencils and A	132.57710
544171	Storage Technologies and Autom	128.40000
544172	Indegene Limited	2409.54305
544173	Finelistings Technologies Limi	36.36250
544174	TBO TEK LIMITED	1085.87787
544175	TGIF AGRIBUSINESS LIMITED	25.87600
544176	Aadhar Housing Finance Limited	4373.37117
544177	Aztec Fluids & Machinery Limit	136.00000
544178	PIOTEX INDUSTRIES LIMITED	51.03600
544179	Go Digit General Insurance Lim	9246.03078
544181	Awfis Space Solutions Limited	715.63186
544183	Associated Coaters Limited	13.52000
544184	Borosil Scientific Limited	889.47050
544185	ADTECH SYSTEMS LIMITED	119.13750
544186	Forbes Precision Tools and Mac	515.94464
544187	KRONOX LAB SCIENCES LIMITED	371.04000
544188	Magenta Lifecare Limited	68.69936
544189	SATTRIX INFORMATION SECURITY L	113.48379
544190	3C IT Solutions and Telecoms (	60.20000
544191	Purple Finance Limited	589.37962
544192	Le Travenues Technology Limite	4410.44262
544195	United Cotfab Limited	171.90000
544197	JHS SVENDGAARD RETAIL VENTURES	82.04600
544198	DEE DEVELOPMENT ENGINEERS LIMI	752.39438
544199	GEM Enviro Management Limited	225.50400
544200	Akme Fintrade (India) Limited	4267.49960
544201	DINDIGUL FARM PRODUCT LIMITED	244.29280
544202	STANLEY LIFESTYLES LIMITED	571.25663
544203	Allied Blenders and Distillers	2797.10151
544204	VRAJ IRON AND STEEL LIMITED	329.82619
544205	National Peroxide Limited	57.47000
544207	Reliable Data Services Limited	103.20000
544209	Bansal Wire Industries Limited	1565.55952
544210	Emcure Pharmaceuticals Limited	1896.80147
544213	AELEA COMMODITIES LIMITED	203.68800
544214	THREE M PAPER BOARDS LIMITED	192.37360
544217	SANSTAR LIMITED	2002.68407
544219	VVIP Infratech Limited	249.69700
544220	Clinitech Laboratory Limited	22.82400
544221	Kizi Apparels Limited	78.19200
544222	Akums Drugs and Pharmaceutical	1573.93988
544223	Ceigall India Limited	1742.04861
544224	Afcom Holdings Limited	286.98616
544225	Ola Electric Mobility Limited	46284.08313
544226	Brainbees Solutions Limited	5220.88240
544227	UNICOMMERCE ESOLUTIONS LIMITED	1123.79173
544230	SARASWATI SAREE DEPOT LIMITED	395.99800
544231	BROACH LIFECARE HOSPITAL LIMIT	60.70380
544232	Interarch Building Solutions L	167.71853
544233	Mahalaxmi Fabric Mills Limited	106.20275
544234	Globale Tessile Limited	106.20275
544235	Orient Technologies Limited	458.05916
544236	Resourceful Automobile Limited	26.55945
544237	RAPID MULTIMODAL LOGISTICS LIM	38.11200
544238	Premier Energies Limited	4539.51510
544239	ECOS (India) Mobility & Hospit	600.00000
544240	Raymond Lifestyle Limited	609.23629
544242	Travels & rentals Limited	213.54685
544243	Baazar Style Retail Limited	761.17353
544244	Gala Precision Engineering Lim	128.16200
544245	Naturewings Holidays Limited	35.58800
544246	Revathi Equipment India Limite	30.66943
544248	MACH TRAVEL SOLUTIONS LIMITED	210.37100
544249	SHREE TIRUPATI BALAJEE AGRO TR	815.70852
544250	Sanofi Consumer Healthcare Ind	230.30622
544251	Share Samadhan Limited	122.70103
544252	Bajaj Housing Finance Limited	83323.34619
544253	Kross Limited	645.09422
544254	Tolins Tyres Limited	395.08831
544256	P N GADGIL JEWELLERS LIMITED	1472.02585
544257	Sodhani Academy of Fintech Ena	56.95000
544258	Western Carriers (India) Limit	1019.55213
544259	POPULAR FOUNDATIONS LIMITED	203.78000
544260	Northern Arc Capital Ltd.	1616.51375
544261	ARKADE DEVELOPERS LIMITED	1856.63617
544262	Manba Finance Limited	502.39410
544263	KRN HEAT EXCHANGER AND REFRIGE	654.58486
544264	Diffusion Engineers Limited	374.26259
544265	Nexxus Petro Industries Limite	69.50400
544267	SUBAM PAPERS LIMITED	274.79270
544269	NEOPOLITAN PIZZA AND FOODS LIM	170.00000
544270	Khyati Global Ventures Limited	69.78100
544271	Garuda Construction and Engine	930.41742
544272	SHIV TEXCHEM LIMITED	231.72272
544273	MANGALAM GLOBAL ENTERPRISE LIM	3295.55600
544274	HYUNDAI MOTOR INDIA LIMITED	8125.41100
544276	Deepak Builders and Engineers	4658.08600
544277	Waaree Energies Limited	2876.51335
544278	OCCL Limited	499.50460
544279	Godavari Biorefineries Limited	511.75977
544280	Afcons Infrastructure Limited	3677.84631
544281	A B INFRABUILD LIMITED	6387.89360
544282	Sagility Limited	46813.28413
544283	ACME Solar Holdings Limited	7068.74336
544285	SWIGGY LIMITED	27603.13555
544286	NIVA BUPA HEALTH INSURANCE COM	18492.33703
544287	Mangal Compusolution Limited	136.06000
544288	BlackBuck Limited	1821.50052
544289	NTPC GREEN ENERGY LIMITED	84263.29669
544290	ENVIRO INFRA ENGINEERS LIMITED	1755.30000
544291	RAJESH POWER SERVICES LIMITED	180.07392
544292	Onesource Specialty Pharma Lim	1146.69991
544293	SURAKSHA DIAGNOSTIC LIMITED	520.80758
544294	Rossell Techsys Limited	376.96475
544295	Property Share Investment Trus	0.03361
544296	NISUS FINANCE SERVICES CO LIMI	238.78100
544301	Odigma Consultancy Solutions L	312.58450
544302	Innovana Thinklabs Limited	206.60000
544303	TOSS THE COIN LIMITED	18.90000
544304	JUNGLE CAMPS INDIA LIMITED	154.98472
544305	One Mobikwik Systems Limited	787.46917
544306	Sai Life Sciences Limited	2122.85656
544307	Vishal Mega Mart Limited	46843.08639
544308	Hilltone Software and Gases Lt	131.77800
544309	INVENTURUS KNOWLEDGE SOLUTIONS	1715.73159
544310	Yash Highvoltage Limited	286.10049
544311	International Gemological Inst	4321.59696
544312	HAMPS BIO LIMITED	87.12000
544313	NACDAC Infrastructure Limited	105.25136
544314	Sanathan Textiles Limited	844.04059
544315	Concord Enviro Systems Limited	206.96233
544316	DAM Capital Advisors Limited	706.86000
544317	Transrail Lighting Limited	1342.56025
544318	MAMATA MACHINERY LIMITED	246.07800
544319	SENORES PHARMACEUTICALS LIMITE	460.53588
544320	CARRARO INDIA LIMITED	568.51538
544321	Ventive Hospitality Limited	2335.41608
544322	Unimech Aerospace and Manufact	508.56883
544324	Citichem India Limited	68.00000
544325	ITC Hotels Limited	20829.76309
544327	TECHNICHEM ORGANICS LIMITED	173.21250
544328	INDO FARM EQUIPMENT LIMITED	480.51600
544329	LEO DRYFRUITS & SPICES TRADING	178.91440
544330	PARMESHWAR METAL LIMITED	153.06000
544331	Davin Sons Retail Limited	66.12792
544332	FABTECH TECHNOLOGIES CLEANROOM	123.19362
544333	STANDARD ENGINEERING TECHNOLOG	1994.91662
544334	Indobell Insulations Limited	62.99952
544335	B.R.GOYAL INFRASTRUCTURE LIMIT	238.24704
544336	Quadrant Future Tek Limited	400.00000
544337	Avax Apparels and Ornaments Li	83.13264
544338	Capital Infra Trust	4915.51733
544339	Laxmi Dental Limited	549.62149
544340	Rikhav Securities Limited	382.92000
544341	LANDMARK GLOBAL LEARNING LIMIT	206.10000
544342	Stallion India Fluorochemicals	1160.85737
544343	CAPITALNUMBERS INFOTECH  LIMIT	244.26990
544344	SPR Auto Technologies Limited	440.49824
544345	Denta Water and Infra Solution	267.00000
544346	RDB Real Estate Constructions	263.08400
544347	CLN ENERGY LIMITED	105.53250
544348	GB Logistics Commerce Limited	81.94448
544349	H.M. ELECTRO MECH LIMITED	136.99200
544350	Dr. Agarwal's Health Care Limi	3170.26183
544351	MALPANI PIPES AND FITTINGS LIM	107.77500
544353	Amwill Health Care Limited	200.03600
544354	SOLARIUM GREEN ENERGY LIMITED	208.70000
544355	Jubilant Agri and Consumer Pro	151.52493
544356	AJAX Engineering Limited	1144.06800
544361	COVANCE SOFTSOL LIMITED	221.45533
544362	Hexaware Technologies Limited	6110.15992
544364	Indef Manufacturing Limited	320.00000
544365	SHANMUGA HOSPITAL LIMITED	136.13000
544366	L.K.MEHTA POLYMERS LIMITED	38.40000
544367	QUALITY POWER ELECTRICAL EQUIP	774.44100
544368	Swasth Foodtech India Limited	58.57282
544369	Beezaasan Explotech Limited	151.51774
544370	NUKLEUS OFFICE SOLUTIONS LIMIT	40.32000
544371	VIKRAM AROMA LIMITED	31.35785
544372	SHREENATH PAPER PRODUCTS LIMIT	196.54200
544373	NAPS Global India Limited	44.30000
544374	ROADSTAR INFRA INVESTMENT TRUS	4554.77143
544378	PDP Shipping & Projects Limite	29.74424
544379	Prabha Energy Limited	1369.05531
544381	Super Iron Foundry Limited	233.93673
544383	PARADEEP PARIVAHAN LIMITED	159.18000
544386	Spectrum Electrical Industries	157.13840
544387	Desco Infratech Limited	76.76008
544388	Identixweb Limited	104.41550
544390	Siemens Energy India Limited	3561.20505
544391	Retaggio Industries Limited	184.38160
544392	SPINAROO COMMERCIAL LIMITED	69.94000
544393	INFONATIVE SOLUTIONS LIMITED	118.47800
544395	STL Networks Limited	4881.04687
544396	Network People Services Techno	208.63500
544397	Ather Energy Limited	3944.93184
544398	Kenrik Industries Limited	124.97900
544399	SRIGEE DLM LIMITED	59.73600
544400	Manoj Jewellers Limited	89.85628
544402	JASH ENGINEERING LIMITED	631.93720
544403	Aditya Birla Lifestyle Brands	12205.21649
544404	BORANA WEAVES LIMITED	266.45295
544405	BELRISE INDUSTRIES LIMITED	9671.51919
544406	UNIFIED DATA TECH SOLUTIONS LI	200.90100
544407	AEGIS VOPAK TERMINALS LIMITED	11079.91489
544408	Leela Palaces Hotels & Resorts	3339.57878
544409	ASTONEA LABS LIMITED	105.11000
544410	PROSTARM INFO SYSTEMS LIMITED	588.74592
544411	Scoda Tubes Limited	599.08900
544412	3B FILMS LIMITED	247.72000
544413	Digitide Solutions Limited	1491.10807
544414	Bluspring Enterprises Limited	1494.40980
544416	KRISHIVAL FOODS LIMITED	222.95141
544417	Aten Papers & Foam Limited	103.00000
544418	Oswal Pumps Limited	1140.04897
544419	ArisInfra Solutions Limited	817.93846
544420	Raymond Realty Limited	665.73731
544421	ELLENBARRIE INDUSTRIAL GASES L	1409.35600
544422	Abram Food Limited	51.54000
544423	Kalpataru Limited	2059.22093
544424	GLOBE CIVIL PROJECTS LIMITED	597.18999
544425	AJC Jewel Manufacturers Limite	60.68360
544426	Icon Facilitators Limited	78.59600
544428	SUPERTECH EV LIMITED	123.58688
544429	HDB FINANCIAL SERVICES LIMITED	8306.43919
544430	SAMBHV STEEL TUBES LIMITED	2946.71429
544431	Ace Alpha Tech Limited	175.58194
544432	Indogulf Cropsciences Limited	632.23997
544433	Valencia India Limited	129.99600
544434	Neetu Yoshi Limited	388.12600
544435	ADCOUNTY MEDIA INDIA LIMITED	225.01200
544436	VANDAN FOODS LIMITED	83.84800
544437	MARC LOIRE FASHIONS LIMITED	71.00000
544439	CRIZAC LIMITED	1749.82500
544440	CRYOGENIC OGS LIMITED	142.80000
544441	META INFOTECH LIMITED	188.81400
544442	Chemkart India Limited	120.99000
544443	TRAVEL FOOD SERVICES LIMITED	1316.79484
544444	Glen Industries Limited	240.61370
544445	ASSTON PHARMACEUTICALS LIMITED	85.12360
544446	Advent Hotels International Li	539.42887
544447	SMARTWORKS COWORKING SPACES LI	1142.62076
544448	Pashupati Cotspin Limited	1578.40000
544449	Anthem Biosciences Limited	5634.08010
544450	CHEMBOND CHEMICALS  LIMITED	268.96576
544451	MONIKA ALCOBEV LIMITED	214.49961
544452	Swastika Castal Limited	81.64000
544453	Monarch Surveyors and Engineer	141.56000
544454	INDIQUBE SPACES LIMITED	2119.97634
544455	GNG Electronics Limited	1140.11517
544456	R M DRIP AND SPRINKLERS SYSTEM	4282.28571
544457	Brigade Hotel Ventures Limited	3798.42565
544458	SHREE REFRIGERATIONS LIMITED	357.96384
544459	SHANTI GOLD INTERNATIONAL LIMI	720.96000
544460	PATEL CHEM SPECIALITIES LIMITE	248.70000
544461	Euro Panel Products Limited	245.00000
544462	PropShare Titania	0.04462
544463	REPONO LIMITED	102.79200
544464	Umiya Mobile Limited	142.20000
544465	LAXMI INDIA FINANCE LIMITED	523.93078
544466	Aditya Infotech Limited	1178.50485
544467	National Securities Depository	2000.00000
544468	B. D. Industries (Pune) Limite	142.10000
544469	Sri Lotus Developers and Realt	4887.23710
544470	M & B ENGINEERING LIMITED	571.48215
544471	TAKYON NETWORKS LIMITED	143.22000
544472	MEHUL COLOURS LIMITED	105.49040
544474	BLT Logistics Limited	47.96000
544475	ESSEX MARINE LIMITED	152.62000
544476	Jeena Sikho Lifecare Limited	1243.00730
544477	Highway Infrastructure Limited	717.20632
544479	ALL TIME PLASTICS LIMITED	655.07778
544480	JSW CEMENT LIMITED	13633.64936
544481	KNOWLEDGE REALTY TRUST	44343.99541
544482	STAR IMAGING AND PATH LAB LIMI	174.20000
544483	ICODEX PUBLISHING SOLUTIONS LI	156.37020
544484	BlueStone Jewellery and Lifest	1527.49400
544485	REGAAL RESOURCES LIMITED	1029.93860
544487	PATEL RETAIL LIMITED	334.00528
544488	Vikram Solar Limited	3623.54381
544489	LGT GLOBAL HOSPITALITY LIMITED	93.72800
544490	Shreeji Shipping Global Limite	1629.18254
544491	Gem Aromatics Limited	522.37138
544492	MANGAL ELECTRICAL INDUSTRIES L	276.30124
544494	Globtier Infotech limited	151.21200
544495	NIS MANAGEMENT LIMITED	198.00094
544496	Vikran Engineering Limited	2579.11026
544497	ANLON HEALTHCARE LIMITED	5315.15000
544498	OVAL PROJECTS ENGINEERING LIMI	207.69268
544499	Career Point Edutech Limited	181.92939
544500	ABRIL PAPER TECH LIMITED	79.81840
544501	SUGS LLOYD LIMITED	232.14000
544502	Amanta Healthcare Limited	388.29351
544503	Rachit Prints Limited	49.37100
544504	GOEL CONSTRUCTION COMPANY LIMI	144.49600
544505	AUSTERE SYSTEMS LIMITED	104.78134
544506	SHARVAYA METALS LIMITED	100.30000
544508	VASHISHTHA LUXURY FASHION LIMI	23.56758
544509	Krupalu Metals Limited	58.72000
544510	NILACHAL CARBO METALICKS LIMIT	249.27000
544511	Karbonsteel Engineering Limite	141.41822
544512	SHRINGAR HOUSE OF MANGALSUTRA	964.32080
544513	Dev Accelerator Limited	946.31955
544514	JAY AMBE SUPERMARKETS LIMITED	88.79954
544515	Urban Company Limited	15421.80603
544516	AIRFLOA RAIL TECHNOLOGY LIMITE	239.69954
544517	Shankara Buildpro Limited	242.49326
544518	L. T. ELEVATOR LIMITED	191.63055
544519	EURO PRATIK SALES LIMITED	1022.00000
544520	SAMPAT ALUMINIUM LIMITED	84.81100
544521	VMS TMT LIMITED	496.31210
544522	A B Cotspin India Limited	219.63620
544523	IVALUE INFOSOLUTIONS LIMITED	546.30380
544524	JD CABLES LIMITED	225.51112
544525	GK ENERGY LIMITED	2028.17266
544526	Saatvik Green Energy Limited	1271.05004
544527	Atlanta Electricals Limited	768.96625
544528	Ganesh Consumer Products Limit	404.12946
544529	Aptus Pharma Limited	171.50000
544530	ANAND RATHI SHARE AND STOCK BR	630.66400
544531	TRUE COLORS LIMITED	246.54600
544532	Solarworld Energy Solutions Li	866.72654
544533	Seshaasai Technologies Limited	1618.05826
544534	Jaro Institute of Technology M	222.70387
544535	BHARATROHAN AIRBORNE INNOVATIO	199.23020
544536	Wealth First Portfolio Manager	106.55000
544537	Jain Resource Recycling Limite	3450.85814
544538	PRARUH TECHNOLOGIES LIMITED	139.30000
544539	Solvex Edibles Limited	89.51970
544540	Epack Prefab Technologies Limi	1006.28849
544541	SYSTEMATIC INDUSTRIES LIMITED	223.31242
544542	Justo Realfintech Limited	187.98142
544543	BMW VENTURES LIMITED	867.15000
544544	TELGE PROJECTS LIMITED	97.90148
544545	TRUALT BIOENERGY LIMITED	857.52591
544546	Chatterbox Technologies Limite	141.43800
544547	Jinkushal Industries Limited	383.86000
544548	GUJARAT PEANUT AND AGRI PRODUC	102.62000
544549	EARKART LIMITED	137.53932
544550	Pace Digitek Limited	2158.51327
544551	BHAVIK ENTERPRISES LIMITED	203.58009
544552	RUKMANI DEVI GARG AGRO IMPEX L	88.76000
544553	M P K STEELS (I) LIMITED	101.80958
544554	KVS Castings Limited	187.53324
544555	AMEENJI RUBBER LIMITED	112.80000
544556	Dhillon Freight Carrier Limite	39.20000
544557	Glottis Limited	924.03000
544558	Fabtech Technologies Limited	444.50794
544559	OM METALLOGIC LIMITED	78.62279
544560	SODHANI CAPITAL LIMITED	79.44998
544561	Chiraharit Limited	547.96000
544562	Advance Agrolife Limited	642.85720
544563	Zelio E Mobility Limited	211.50000
544564	Om Freight Forwarders Limited	336.75442
544565	Valplast Technologies Limited	196.27943
544566	Sunsky Logistics Limited	124.35000
544567	Infinity Infoway Limited	54.53000
544568	DSM Fresh Foods Limited	222.87138
544569	Tata Motors Limited	36827.00304
544570	WeWork India Management Limite	1385.90252
544571	NSB BPO Solutions Limited	199.72593
544572	SKF INDIA (INDUSTRIAL) LIMITED	494.37963
544574	Tata Capital Limited	42448.69037
544575	Mittal Sections Limited	115.67500
544576	LG Electronics India Limited	6787.72392
544577	Worth Peripherals Limited	157.51000
544578	RUBICON RESEARCH LIMITED	1655.31908
544579	Anantam Highways Trust	2175.00000
